success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_any,inside_final,gmax_success,radius_success,sigma_success,no_collision,obs_collision,agent_collision,dwell_success,dwell_geom_success,dwell_success_no_collision,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,time_to_inside,time_to_gmax,time_to_radius,time_to_full_geom,success_hold_time,post_success_violation_count,last_10s_gmax_mean,last_10s_radius_error_mean,last_10s_inside_rate,scene,method,seed,speed_scale,t_pred
False,14.100000000000001,-0.277697932962122,0.41848496837078036,True,87.4643423636802,0.21680119856305657,0.19066862601028656,258.2161394951749,0.25517106253935906,1.9799345286064336,1.7033255616426803,1.7126506934298225,109.44036121700097,162,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0200654713935664,False,False,68.0,68.0,68.0,13.25,68.0,53.95,0,258.6268829816577,1.015976544411542,0.0,e1_tracking_single_obstacle,M7,26,0.5,0.3
False,14.100000000000001,-0.27745912410139606,0.42215211285144066,True,87.32677902395261,0.19713349269049477,0.19042370805780065,259.00976923066895,0.25713549781244055,1.988817642519533,1.7151881972711012,1.726502830346828,109.79507976379955,0,1.0,False,False,False,False,True,False,True,True,True,True,False,1.011182357480467,False,False,68.0,68.0,68.0,13.200000000000001,68.0,53.95,0,259.35367603983474,1.0069138955078512,0.0,e1_tracking_single_obstacle,M7,27,0.5,0.3
False,14.100000000000001,-0.23576497355946635,0.42141542922546166,True,87.53289502620832,0.20883988010812818,0.1905461670340436,258.9245815707857,0.2569223021443017,1.9878284921370761,1.713872898406422,1.7249650139926649,109.83179362278072,0,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0121715078629239,False,False,68.0,68.0,68.0,13.25,68.0,53.95,0,259.27411622738435,1.0079286810551458,0.0,e1_tracking_single_obstacle,M7,28,0.5,0.3
False,14.100000000000001,-0.21499176383740648,0.4224736597923822,True,87.66566072051705,0.22697787074351003,0.19017879010531472,258.961653253783,0.25704084732459415,1.9883853649980825,1.7146070854705517,1.725826648039883,109.99739528127435,0,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0116146350019175,False,False,68.0,68.0,68.0,13.25,68.0,53.95,0,259.2976540291638,1.0073742826140528,0.0,e1_tracking_single_obstacle,M7,29,0.5,0.3
False,14.15,-0.24154088359446657,0.4246275843324462,True,87.52436766670968,0.16464530155765827,0.19177075679647318,260.21199926399953,0.25555815000251125,1.9552884126322398,1.670106638494155,1.6804251925339253,110.01671561087763,0,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0447115873677602,False,False,68.0,68.0,68.0,13.25,68.0,53.900000000000006,0,260.94737584187504,1.039959791757036,0.0,e1_tracking_single_obstacle,M7,30,0.5,0.3
False,14.05,-0.2818216521228356,0.41981253319330575,True,87.25081532573951,0.21934874137429103,0.189321577271614,258.93495816062455,0.2569481897385023,1.9879481846300617,1.7140321519730783,1.7251511687228722,109.58859056487961,0,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0120518153699383,False,False,68.0,68.0,68.0,13.200000000000001,68.0,54.0,0,259.28382487688236,1.0078058349980688,0.0,e1_tracking_single_obstacle,M7,31,0.5,0.3
False,14.200000000000001,-0.20859533680211484,0.41971216710475817,True,87.20100703827796,0.15081677443642347,0.1926279696301739,258.04396852412964,0.2547951118822263,1.9782979541011692,1.7011159582640987,1.710083411662355,109.0030970418249,206,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0217020458988308,False,False,68.0,68.0,68.0,13.25,68.0,53.85,0,258.44498576474456,1.0176892219896814,0.0,e1_tracking_single_obstacle,M7,32,0.5,0.3
False,14.15,-0.21682326625401238,0.4226841257793432,True,87.59347508621619,0.2091733904209314,0.19091354396277246,258.4894371361012,0.2558548223977186,1.9829759725878358,1.7073962773595202,1.7174021951879466,109.41883324655623,99,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0170240274121642,False,False,68.0,68.0,68.0,13.25,68.0,53.900000000000006,0,258.8660248378011,1.01290310741414,0.0,e1_tracking_single_obstacle,M7,33,0.5,0.3
False,14.05,-0.25180848692560054,0.42582568768031154,True,87.2341884870107,0.1904118285370104,0.1899338721528288,258.79331517215763,0.25659631775351766,1.98632950214226,1.7118765294140526,1.7226321027661866,109.12639759951581,19,1.0,False,False,False,False,True,False,True,True,True,True,False,1.01367049785774,False,False,68.0,68.0,68.0,13.200000000000001,68.0,54.0,0,259.1514779805237,1.0094657397628983,0.0,e1_tracking_single_obstacle,M7,34,0.5,0.3
False,14.15,-0.2677882150896669,0.42262226500439776,True,87.51851760163683,0.20036025641429628,0.19152583884398727,258.53558516629886,0.2559442660251349,1.9833710453402347,1.70793086192105,1.718022255942507,109.5174458760152,86,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0166289546597653,False,False,68.0,68.0,68.0,13.25,68.0,53.900000000000006,0,258.9211311483679,1.0124774610557201,0.0,e1_tracking_single_obstacle,M7,35,0.5,0.3
False,14.200000000000001,-0.2207552077343986,0.42531065671289436,True,87.27231418005984,0.17340190433787367,0.19250551065393093,258.9503066787135,0.2569865181914031,1.9881254998242979,1.71426804314043,1.7254269072694597,109.79768631869167,0,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0118745001757021,False,False,68.0,68.0,68.0,13.25,68.0,53.85,0,259.29821692316546,1.007623657097066,0.0,e1_tracking_single_obstacle,M7,36,0.5,0.3
False,14.25,-0.25690071380126,0.42719715833644195,True,87.33046877737412,0.15681419926088716,0.19397501836884642,258.1482657142425,0.254984319538409,1.979096858719729,1.7022088112226659,1.711342154783616,109.31198207278861,172,1.0,False,False,False,False,True,False,True,True,True,True,False,1.020903141280271,False,False,68.0,68.0,68.0,13.3,68.0,53.800000000000004,0,258.5837934909374,1.016778001243215,0.0,e1_tracking_single_obstacle,M7,37,0.5,0.3
False,14.15,-0.22337248048558433,0.42245654609862393,True,87.02925057490692,0.16978443020216213,0.19152583884398727,258.3291454459811,0.2554510190319102,1.981174348834356,1.704986777194828,1.7145892290100753,108.7183915790422,137,1.0,False,False,False,False,True,False,True,True,True,True,False,1.018825651165644,False,False,68.0,68.0,68.0,13.25,68.0,53.900000000000006,0,258.72572174161155,1.0147269263139744,0.0,e1_tracking_single_obstacle,M7,38,0.5,0.3
False,14.15,-0.21013183343110986,0.4212873445853325,True,87.43673846326834,0.17875038737070933,0.1928728875826598,258.659412383595,0.25626465414042854,1.9848197071692002,1.7098625364310043,1.7202797625640722,109.27356166201227,54,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0151802928307998,False,False,68.0,68.0,68.0,13.25,68.0,53.900000000000006,0,259.02730187621125,1.0110113560515637,0.0,e1_tracking_single_obstacle,M7,39,0.5,0.3
False,14.15,-0.26740641969631196,0.42127538490454164,True,87.78888367983721,0.21927234849368538,0.19091354396277246,255.52660662965295,0.24545374380712656,1.9287550114343643,1.6312336843516464,1.6458016462026024,110.07974303734208,84,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0712449885656357,False,False,68.0,68.0,68.0,13.25,68.0,53.900000000000006,0,256.4571982369721,1.0653265357395922,0.0,e1_tracking_single_obstacle,M7,10,0.5,0.7
False,14.05,-0.2657609946261915,0.4204485978848609,True,87.25997271333557,0.2191068894794396,0.18981141317658584,256.5233735883197,0.25280986099385794,1.9695297970353831,1.688876304359425,1.7074638245919327,109.2160655422638,64,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0304702029646169,False,False,68.0,68.0,68.0,13.200000000000001,68.0,54.0,0,257.01384609119106,1.0252726361210842,0.0,e1_tracking_single_obstacle,M7,11,0.5,0.7
False,14.100000000000001,-0.2755362068918433,0.4242206459166326,True,87.22051311132486,0.17076681183122366,0.19226059270144502,255.93156780843478,0.2514145712494978,1.9633104269788593,1.6804998937043336,1.6954346620159333,109.26333739668654,158,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0366895730211407,False,False,68.0,68.0,68.0,13.25,68.0,53.95,0,256.48923068986676,1.031453826415816,0.0,e1_tracking_single_obstacle,M7,12,0.5,0.7
False,14.100000000000001,-0.26622285770169873,0.4223399606924288,True,86.8676545208057,0.1694892421467606,0.19152583884398727,255.86828421302963,0.24616265893297673,1.9309159554565725,1.6343426844648794,1.6500321099250994,109.34669431998623,47,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0690840445434275,False,False,68.0,68.0,68.0,13.200000000000001,68.0,53.95,0,256.7974582303593,1.0631484465320142,0.0,e1_tracking_single_obstacle,M7,13,0.5,0.7
False,14.15,-0.44393385966650695,0.4298849929674215,True,87.28279272725443,0.4383217892929764,0.19213813372520205,256.70690296883583,0.25321616872554875,1.9714071774706212,1.691397925243776,1.7110924700903398,109.69563557863049,27,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0285928225293788,False,False,68.0,68.0,68.0,13.25,68.0,53.900000000000006,0,257.18841657200113,1.023384638217294,0.0,e1_tracking_single_obstacle,M7,14,0.5,0.7
False,14.15,-0.25854615024084915,0.4217148360303053,True,87.63865507263768,0.17553301381894548,0.19275042860641686,256.23275552392715,0.25215242847507735,1.9665441662332832,1.6848587758737166,1.7016901561103686,109.73567123728566,118,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0334558337667168,False,False,68.0,68.0,68.0,13.3,68.0,53.900000000000006,0,256.74386667191095,1.0282632812073396,0.0,e1_tracking_single_obstacle,M7,15,0.5,0.7
False,14.100000000000001,-0.2803772419219557,0.4213031213448878,True,87.25479078236006,0.17757359017775387,0.1916482978202302,256.81761249019047,0.25347274514856494,1.9725970478893522,1.6929917610036076,1.713389372595676,109.83069671412606,5,1.0,False,False,False,False,True,False,True,True,True,True,False,1.0274029521106478,False,False,68.0,68.0,68.0,13.25,68.0,53.95,0,257.2901792512199,1.0221928185455134,0.0,e1_tracking_single_obstacle,M7,16,0.5,0.7
