success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_any,inside_final,gmax_success,radius_success,sigma_success,no_collision,dwell_success,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,eta_min,sigma_omega,k_t,r0,lambda_curl,scene,method,seed
False,26.700000000000003,0.7279223297491912,0.22034758834677234,True,97.60123720451307,3211.6419584576697,0.034415764640577294,72.61112967198619,0.013386620478510752,0.28108743420222654,0.0021281894922479164,0.0021281894922479164,156.41758209675638,0,0.0,True,True,True,False,True,False,True,2.5189125657977733,False,False,27.8,0.05,3.0,0.9,1.2,0.5,s4_narrow_passage,M7,0
False,26.6,0.7230143833882037,0.2234789352555667,True,106.31359862641409,3813.342835433804,0.04301970580072162,72.60595975721658,0.01338283378382323,0.2811011753120189,0.0021526997146669234,0.0021526997146669234,164.67921473323014,0,0.0,True,True,True,False,True,False,True,2.518898824687981,False,False,27.75,0.05,3.0,0.9,1.2,0.7,s4_narrow_passage,M7,0
False,28.25,0.7285298926214516,0.23433911940830215,True,88.75093393314528,2628.273890354692,0.026228143213988343,72.51367102167113,0.013516842995847338,0.28390228681939306,0.0028646752794221743,0.0028646752794221743,146.22021878674857,0,0.0,True,True,True,False,True,False,True,2.516097713180607,False,False,29.0,0.05,3.0,0.9,1.5,0.3,s4_narrow_passage,M7,0
False,27.900000000000002,0.7275404727568395,0.22802060776435493,True,96.48397489207952,3164.7502377088767,0.03358312517346656,72.66955687161338,0.013803830915033156,0.28317262268740456,0.0012364283210760866,0.0012364283210760866,154.86264555938732,0,0.0,True,True,True,False,True,False,True,2.516827377312595,False,False,28.55,0.05,3.0,0.9,1.5,0.5,s4_narrow_passage,M7,0
False,27.900000000000002,0.7228931214812364,0.22391841068306753,True,106.20554053847383,3858.0741095010053,0.04177074660005551,72.56654553070744,0.01352330423140305,0.28388490601703387,0.0028267882361545454,0.0028267882361545454,164.22395477455245,0,0.0,True,True,True,False,True,False,True,2.516115093982966,False,False,28.150000000000002,0.05,3.0,0.9,1.5,0.7,s4_narrow_passage,M7,0
False,29.700000000000003,0.7285908847842706,0.23272130660493198,True,86.70115135818627,2499.365113050045,0.028032195392728283,72.66619793139421,0.01383485543603076,0.2851570948370892,0.0020338311622091535,0.0020338311622091535,143.28274687620745,0,0.0,True,True,True,False,True,False,True,2.5148429051629106,False,False,29.650000000000002,0.05,3.0,0.9,1.8,0.3,s4_narrow_passage,M7,0
False,29.3,0.727261876217377,0.2282892086270703,True,95.7508471093491,3138.9323555908873,0.03510963086316958,72.67105229550063,0.013830500716144436,0.28517059617343915,0.002064390853004605,0.002064390853004605,153.91954370034745,0,0.0,True,True,True,False,True,False,True,2.514829403826561,False,False,29.5,0.05,3.0,0.9,1.8,0.5,s4_narrow_passage,M7,0
False,29.25,0.7241350305143117,0.23213188590356598,True,105.78147742233176,3865.5304105570794,0.041909519844573966,72.66922281443597,0.013833999341146387,0.28516237057155897,0.0020415864223423926,0.0020415864223423926,163.60727180818384,0,0.0,True,True,True,False,True,False,True,2.514837629428441,False,False,29.0,0.05,3.0,0.9,1.8,0.7,s4_narrow_passage,M7,0
False,26.25,0.7287510981422274,0.2639083825294675,True,90.1801326242699,2630.440872952606,0.028864834859839022,73.31263680443043,0.013217220271975414,0.2929182175373122,0.008178459689470978,0.008178459689470978,144.684894067892,0,0.0,True,True,True,False,True,False,True,2.507081782462688,False,False,28.150000000000002,0.05,3.0,1.2,1.2,0.3,s4_narrow_passage,M7,0
False,25.85,0.7274881347923905,0.23109631862655092,True,95.11015192264462,2956.081055675857,0.03594227033028032,72.39468814019186,0.014286003647569408,0.28848876787313676,0.001558819167734262,0.001558819167734262,148.6720616382892,0,0.0,True,True,True,False,True,False,True,2.511511232126863,False,False,27.0,0.05,3.0,1.2,1.2,0.5,s4_narrow_passage,M7,0
