eta_min,sigma_omega,k_t,r0,lambda_curl,success_rate,collision_rate,completion_time_mean,min_obs_distance_mean,min_agent_distance_mean,gmax_mean,radius_var_mean,input_sat_mean,control_smoothness_mean,stall_steps_mean,inside_any_rate,inside_final_rate,gmax_success_rate,radius_success_rate,sigma_success_rate,no_collision_rate,dwell_success_rate,success_geom_final_rate,gmax_reach_time_mean
0.1,3.0,1.2,1.5,0.5,0.0,1.0,25.400000000000002,0.7278408520028783,0.2457011697976713,74.2938065354654,0.01604894844758949,0.03413821815154038,2985.208178722085,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.25
0.1,3.0,1.2,1.5,0.7,0.0,1.0,25.400000000000002,0.7224695320894308,0.25153876877707937,72.39457773515018,0.013873759290943604,0.041631973355537054,3526.8614993127158,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.200000000000003
0.1,3.0,1.2,1.8,0.3,0.0,1.0,26.85,0.7291816402954783,0.26002579727145797,74.1066799543715,0.014302549809858052,0.029142381348875937,2542.547369367508,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.650000000000002
0.1,3.0,1.2,1.8,0.5,0.0,1.0,26.650000000000002,0.727849302033776,0.25943229809882323,73.60416736116383,0.014292441673506925,0.03594227033028032,2966.4609206667064,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.950000000000003
0.1,3.0,1.2,1.8,0.7,0.0,1.0,26.650000000000002,0.7240417842382361,0.3057010012067602,73.40325157376796,0.014286293387952329,0.04385234526783236,3663.9928737349,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.650000000000002
0.1,5.0,0.6,1.2,0.3,0.0,1.0,28.25,0.7282945959496356,0.2033115332083818,72.67310450608275,0.012705217704807014,0.027477102414654453,2671.2393174266695,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,29.05
0.1,5.0,0.6,1.2,0.5,0.0,1.0,27.6,0.7277191636118701,0.20359790411766782,72.69033145495632,0.012706414228240613,0.034970857618651124,3176.90382937025,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.35
0.1,5.0,0.6,1.2,0.7,0.0,1.0,27.5,0.7223403104623001,0.19901326217945647,72.68778479573969,0.012706231375672799,0.04204829308909242,3815.448754830488,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.200000000000003
0.1,5.0,0.6,1.5,0.3,0.0,1.0,29.200000000000003,0.7289693327520184,0.2043156477255874,72.5579272176956,0.012849346335219876,0.02817096863724674,2644.7146037637713,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,29.450000000000003
0.1,5.0,0.6,1.5,0.5,0.0,1.0,28.650000000000002,0.7276165871169893,0.21510875610042873,72.57678683435601,0.012849901464050266,0.03566472384124341,3185.5178936785396,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.900000000000002
0.1,5.0,0.6,1.5,0.7,0.0,1.0,28.55,0.7236463536212707,0.20858732706871827,72.6416297374117,0.012852389957729875,0.04288093255620316,3844.882732595804,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.700000000000003
0.1,5.0,0.6,1.8,0.3,0.0,1.0,30.650000000000002,0.7286214780595561,0.20699250453884288,72.6445428099149,0.012945340965551944,0.029697474326949764,2580.649527408329,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,29.900000000000002
0.1,5.0,0.6,1.8,0.5,0.0,1.0,29.900000000000002,0.7273098375125413,0.20659096647043165,72.67205956906889,0.012946969057712298,0.036219816819317234,3145.6321984530223,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,29.200000000000003
0.1,5.0,0.6,1.8,0.7,0.0,1.0,29.85,0.7236563375389913,0.2123252951422889,72.66771314723317,0.012946722017619379,0.04288093255620316,3818.1456756968837,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,29.1
0.1,5.0,0.9,1.2,0.3,0.0,1.0,26.6,0.7283969708951596,0.2177983943458081,72.65510194229445,0.013432671184229356,0.027615875659172912,2757.952128623448,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.75
0.1,5.0,0.9,1.2,0.5,0.0,1.0,26.25,0.7275924517717749,0.21121840745999756,72.58032786608128,0.013370871908393813,0.03483208437413267,3187.1847260476156,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.400000000000002
0.1,5.0,0.9,1.2,0.7,0.0,1.0,26.150000000000002,0.7221716271820873,0.21989838580092697,72.56177531502054,0.013365818504361285,0.04301970580072162,3789.0913382665713,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.200000000000003
0.1,5.0,0.9,1.5,0.3,0.0,1.0,27.75,0.7285767875184541,0.22341344156739837,72.51412454629221,0.013516859230223638,0.02678323619206217,2656.9421526531296,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.35
0.1,5.0,0.9,1.5,0.5,0.0,1.0,27.25,0.728036481517562,0.2263338561876591,72.51396344415366,0.013516535190798084,0.033721898417985015,3187.7646063507955,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.900000000000002
0.1,5.0,0.9,1.5,0.7,0.0,1.0,27.25,0.7238343512764207,0.22099687061855733,72.66963828253209,0.013803334029193717,0.04135442686650014,3782.3122465838346,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.8
0.1,5.0,0.9,1.8,0.3,0.0,1.0,28.900000000000002,0.7285909471552181,0.2224856758072074,72.67104907539863,0.013830626982319447,0.027338329170135997,2573.334640363365,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.700000000000003
0.1,5.0,0.9,1.8,0.5,0.0,1.0,28.6,0.7278634114117286,0.22820797872458512,72.6692575962025,0.013833893960477744,0.03483208437413267,3143.7926719065117,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.75
0.1,5.0,0.9,1.8,0.7,0.0,1.0,28.6,0.7235751413670652,0.28018748409808436,72.67012822142202,0.01383230533197457,0.04218706633361088,3872.5060481790765,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.8
0.1,5.0,1.2,1.2,0.3,0.0,1.0,25.650000000000002,0.7279958187433742,0.23063882465242933,72.77980452646183,0.01414214714691226,0.028726061615320566,2540.8543947227777,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.950000000000003
0.1,5.0,1.2,1.2,0.5,0.0,1.0,25.35,0.7271764865990205,0.25481875026878065,73.43862020870144,0.013211342558057363,0.03538717735220649,3062.0597979196714,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.75
0.1,5.0,1.2,1.2,0.7,0.0,1.0,25.25,0.7220798730494444,0.23377367737677682,72.3945710472085,0.014286064859819233,0.04329725228975854,3485.9454085638063,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.3
0.1,5.0,1.2,1.5,0.3,0.0,1.0,26.6,0.7287367840672447,0.23870310267675238,74.44635116774958,0.01604053718687853,0.02941992783791285,2526.7610777363548,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.150000000000002
0.1,5.0,1.2,1.5,0.5,0.0,1.0,26.35,0.7274198642230363,0.2474818626787886,74.37587566665906,0.016042031520714775,0.035803497085761866,3007.380827435598,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.8
0.1,5.0,1.2,1.5,0.7,0.0,1.0,26.35,0.7243069651369336,0.24587458240376614,74.42135041890413,0.016040786969200593,0.04440743824590619,3602.863766187413,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.950000000000003
0.1,5.0,1.2,1.8,0.3,0.0,1.0,27.950000000000003,0.7285598353006659,0.256328245418341,74.24640360902005,0.016440789208000208,0.030113794060505135,2473.7116551266163,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.900000000000002
0.1,5.0,1.2,1.8,0.5,0.0,1.0,27.650000000000002,0.727493678739896,0.2576863675003753,74.2473789717101,0.016445002426778117,0.038301415487094086,3007.8301077458705,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.6
0.1,5.0,1.2,1.8,0.7,0.0,1.0,27.650000000000002,0.7238736536813974,0.2515409367749498,73.80378395585905,0.01643893475319523,0.04593394393560921,3659.011751983255,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.0
0.1,8.0,0.6,1.2,0.3,0.0,1.0,28.3,0.7282086360850728,0.1964025603328014,72.66927152012221,0.012705052465420927,0.027338329170135997,2635.4291374697827,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.950000000000003
0.1,8.0,0.6,1.2,0.5,0.0,1.0,27.8,0.7272767757538514,0.19714644023344255,72.4828751198998,0.012699725341893177,0.03510963086316958,3205.7457260934793,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.450000000000003
0.1,8.0,0.6,1.2,0.7,0.0,1.0,27.6,0.7222784576877539,0.2049716283034902,72.55234405203636,0.012700479419608668,0.04232583957812934,3835.110114544234,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.200000000000003
0.1,8.0,0.6,1.5,0.3,0.0,1.0,29.400000000000002,0.7285064699684598,0.20544674602184795,72.6734819591492,0.012854206374436657,0.028032195392728283,2650.1849184205953,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,29.5
0.1,8.0,0.6,1.5,0.5,0.0,1.0,28.8,0.7273605819648947,0.21206624150538797,72.62961034392254,0.012851806209112774,0.03566472384124341,3230.629580700803,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.900000000000002
0.1,8.0,0.6,1.5,0.7,0.0,1.0,28.700000000000003,0.7231023361286291,0.19940132421649417,72.52370565988228,0.012848818253080626,0.04260338606716625,3906.3030020352553,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.8
0.1,8.0,0.6,1.8,0.3,0.0,1.0,30.75,0.7285710588541952,0.2036672067989491,72.65578034098067,0.012945926290205093,0.029697474326949764,2592.2113212194263,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,29.75
0.1,8.0,0.6,1.8,0.5,0.0,1.0,30.1,0.7275102921371606,0.21397001153620282,72.53376867388616,0.012941681639717498,0.03635859006383569,3211.453403226856,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,29.150000000000002
0.1,8.0,0.6,1.8,0.7,0.0,1.0,29.900000000000002,0.7239136178555665,0.19655526456963102,72.55000132167143,0.012942027903837703,0.04329725228975854,3935.142637408504,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,29.5
0.1,8.0,0.9,1.2,0.3,0.0,1.0,26.650000000000002,0.728424394561823,0.2174608769617106,72.66859054095727,0.013443026014355416,0.028309741881765195,2778.6624397068063,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.650000000000002
0.1,8.0,0.9,1.2,0.5,0.0,1.0,26.35,0.7274936895172821,0.2085355938131246,72.59078688383953,0.013374903844540613,0.035525950596724955,3219.576751177953,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.400000000000002
0.1,8.0,0.9,1.2,0.7,0.0,1.0,26.25,0.7217669458819695,0.20918410968732082,72.60265889132293,0.013380718114483303,0.04301970580072162,3759.270283610212,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.200000000000003
0.1,8.0,0.9,1.5,0.3,0.0,1.0,27.8,0.7283096394609105,0.21447946780118082,72.66965559922892,0.013803646933349012,0.027338329170135997,2672.954269603068,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.35
0.1,8.0,0.9,1.5,0.5,0.0,1.0,27.400000000000002,0.7281485224481166,0.21118243178036925,72.52668190431164,0.013517373019263363,0.034415764640577294,3168.8874194431937,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.85
0.1,8.0,0.9,1.5,0.7,0.0,1.0,27.35,0.7227784634335557,0.2783513403986581,72.66898706563452,0.013796412715253309,0.0414932001110186,3746.5987140077123,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.85
0.1,8.0,0.9,1.8,0.3,0.0,1.0,29.0,0.728791443174243,0.2167298773712859,72.66932836503867,0.013833854068207016,0.02844851512628365,2604.320914723442,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,29.0
0.1,8.0,0.9,1.8,0.5,0.0,1.0,28.6,0.7274217034732777,0.21901873504819477,72.66975761915192,0.013833017214649612,0.03566472384124341,3147.979182442536,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.6
0.1,8.0,0.9,1.8,0.7,0.0,1.0,28.55,0.7241393993936593,0.2308998636601314,72.66936753477859,0.013833648328132725,0.04260338606716625,3819.2335150178715,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.450000000000003
0.1,8.0,1.2,1.2,0.3,0.0,1.0,25.650000000000002,0.728611144604254,0.23456126705638056,72.77995126409586,0.01414191342003343,0.029281154593394393,2575.376285256266,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.75
0.1,8.0,1.2,1.2,0.5,0.0,1.0,25.400000000000002,0.727193920565701,0.2300424331473973,72.77989565221641,0.01414200200230667,0.035803497085761866,3001.706346133165,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.450000000000003
0.1,8.0,1.2,1.2,0.7,0.0,1.0,25.35,0.7220653270566595,0.23341148831571673,72.39477005503528,0.014286035756702826,0.044268665001387736,3528.2126864192523,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.35
0.1,8.0,1.2,1.5,0.3,0.0,1.0,26.6,0.7283488939616711,0.2357953915779373,74.09923491955664,0.013873417483542635,0.029697474326949764,2562.2412680650586,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.200000000000003
0.1,8.0,1.2,1.5,0.5,0.0,1.0,26.35,0.7275171902064776,0.2373155539487228,74.29312387657721,0.01604899858686184,0.035803497085761866,3044.0112324285074,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.950000000000003
0.1,8.0,1.2,1.5,0.7,0.0,1.0,26.400000000000002,0.7244273327975226,0.23591548533396287,74.40427614560278,0.016041043456074034,0.044268665001387736,3627.1547307173078,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.950000000000003
0.1,8.0,1.2,1.8,0.3,0.0,1.0,27.900000000000002,0.7288374015607,0.25040364820891214,74.17213861370983,0.01644028635341629,0.030668887038578962,2504.0046912991397,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.950000000000003
0.1,8.0,1.2,1.8,0.5,0.0,1.0,27.650000000000002,0.7275355848705873,0.2406125049568475,73.86740490557466,0.01643907791696073,0.038301415487094086,3010.0558418771557,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.400000000000002
0.1,8.0,1.2,1.8,0.7,0.0,1.0,27.700000000000003,0.7239043777883378,0.2919832887651202,73.9566823689403,0.01643808207512746,0.045517624202053845,3647.1847691749235,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.85
0.2,3.0,0.6,1.2,0.3,0.0,1.0,24.900000000000002,0.7280547723170938,0.23557690290188407,72.62527006345238,0.012702720320030671,0.023591451568137665,2763.780064358723,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.1
0.2,3.0,0.6,1.2,0.5,0.0,1.0,24.55,0.7271538894353407,0.23698823961241464,72.64936188398866,0.01270388044579007,0.02983624757146822,3171.0162618449067,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.8
0.2,3.0,0.6,1.2,0.7,0.0,1.0,24.5,0.7220914113202086,0.20434080026471646,72.59150222029167,0.01270144328278631,0.038301415487094086,3627.2918238419566,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.55
0.2,3.0,0.6,1.5,0.3,0.0,1.0,25.85,0.7288628242520783,0.26438598696905,72.6638619062809,0.012853640263619745,0.024424091035248403,2702.7788204726976,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.5
0.2,3.0,0.6,1.5,0.5,0.0,1.0,25.5,0.7275676910508639,0.23625837619177623,72.5670917496681,0.0128496222537126,0.030807660283097418,3149.1804640613764,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.200000000000003
0.2,3.0,0.6,1.5,0.7,0.0,1.0,25.5,0.7247682880339841,0.23098259128517587,72.53546954226998,0.012848965265561516,0.03996669442131557,3689.5995388364367,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.200000000000003
0.2,3.0,0.6,1.8,0.3,0.0,1.0,27.0,0.728269391138016,0.24013419660188698,72.66021967585641,0.012946269143647347,0.025950596724951428,2676.185576528517,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.25
0.2,3.0,0.6,1.8,0.5,0.0,1.0,26.700000000000003,0.727731266620639,0.2607649958883703,72.62351876161473,0.01294436315779611,0.033721898417985015,3170.978685467047,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.900000000000002
0.2,3.0,0.6,1.8,0.7,0.0,1.0,26.700000000000003,0.7244084274927196,0.22801370219099773,72.67593351990266,0.012947250078549138,0.041076880377463224,3777.453142027118,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.900000000000002
0.2,3.0,0.9,1.2,0.3,0.0,1.0,23.8,0.7283309671052514,0.22492231175273478,72.58268857698567,0.01337161058694171,0.026089369969469887,2852.5234697851733,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.1
0.2,3.0,0.9,1.2,0.5,0.0,1.0,23.450000000000003,0.7276469565320325,0.2996586814419723,72.62007770127792,0.013395835679382026,0.029697474326949764,3138.5797880255527,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.75
0.2,3.0,0.9,1.2,0.7,0.0,1.0,23.400000000000002,0.7227933224980407,0.2609864821697963,72.63579602698319,0.013416150601196214,0.036774909797391064,3561.5241665129424,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.8
0.2,3.0,0.9,1.5,0.3,0.0,1.0,24.5,0.728283606534774,0.27891551730099823,72.6681812524924,0.013803363491189944,0.02192617263391618,2735.790398073399,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.400000000000002
0.2,3.0,0.9,1.5,0.5,0.0,1.0,24.3,0.727215640674814,0.22978699425653287,72.66893310357062,0.013804781822485407,0.029281154593394393,3187.4852412843047,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.150000000000002
0.2,3.0,0.9,1.5,0.7,0.0,1.0,24.35,0.7226486363722746,0.2922564400369259,72.56766582374777,0.01352231380919896,0.036774909797391064,3677.115140502643,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.400000000000002
0.2,3.0,0.9,1.8,0.3,0.0,1.0,25.55,0.7283405866365811,0.26337803723105174,72.66877859693376,0.01383514391369707,0.023036358590063834,2716.054796124944,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.25
0.2,3.0,0.9,1.8,0.5,0.0,1.0,25.400000000000002,0.7277774904680909,0.28763046599574577,72.67131493755761,0.013830018701011693,0.03025256730502359,3076.8535924849484,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.85
0.2,3.0,0.9,1.8,0.7,0.0,1.0,25.400000000000002,0.7245204905185043,0.2829805192856815,72.66938173399404,0.01383396705215146,0.038578961976131004,3557.338680274384,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.05
0.2,3.0,1.2,1.2,0.3,0.0,1.0,23.05,0.7270708460788298,0.24160169545914614,72.7797872573056,0.014142174643808784,0.02997502081598668,2613.867613829028,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.5
0.2,3.0,1.2,1.2,0.5,0.0,1.0,22.8,0.7266306013816923,0.26493172702572587,74.12837034474471,0.015545509588620977,0.03219539272828199,3024.506307653932,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.75
0.2,3.0,1.2,1.2,0.7,0.0,1.0,22.700000000000003,0.7214048303460243,0.2356955765817666,72.7797852540597,0.01414217784193087,0.03788509575353872,3256.5592016164164,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.3
0.2,3.0,1.2,1.5,0.3,0.0,1.0,23.6,0.7281260270395029,0.25658707706984135,74.44688923681798,0.016041474340761502,0.025534276991396057,2635.5942286027166,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.700000000000003
0.2,3.0,1.2,1.5,0.5,0.0,1.0,23.450000000000003,0.7270878050144394,0.2723636077791628,74.25186280122813,0.01386201388503625,0.031362753261171245,3047.038102957992,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.3
0.2,3.0,1.2,1.5,0.7,0.0,1.0,23.450000000000003,0.7210871814011728,0.3043225827022563,74.20581069795384,0.013835907099307309,0.03913405495420483,3474.9762058194606,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.3
0.2,3.0,1.2,1.8,0.3,0.0,1.0,24.55,0.728249523596016,0.25735858899464675,74.11370667232536,0.014298012372827603,0.025256730502359145,2580.314257573283,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.3
0.2,3.0,1.2,1.8,0.5,0.0,1.0,24.400000000000002,0.7276056046526846,0.2649963562918883,73.21723682099255,0.014285916951872433,0.03302803219539273,2905.702338378736,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.3
0.2,3.0,1.2,1.8,0.7,0.0,1.0,24.400000000000002,0.7241834441191977,0.2736745186976117,73.70103085300796,0.016437885346505594,0.04093810713294477,3500.6818906661892,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.700000000000003
0.2,5.0,0.6,1.2,0.3,0.0,1.0,25.400000000000002,0.7285725239311327,0.22968597105287406,72.65049650350865,0.012703932778534802,0.02414654454621149,2745.5787571578,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.400000000000002
0.2,5.0,0.6,1.2,0.5,0.0,1.0,25.1,0.7275250419811263,0.2362946746244594,72.6903572289022,0.012706373504887847,0.031085206772134333,3171.2206541184196,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.05
0.2,5.0,0.6,1.2,0.7,0.0,1.0,25.0,0.7224649496241013,0.20337735524226258,72.66093772142666,0.012704522211002302,0.03913405495420483,3690.460875733019,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.900000000000002
0.2,5.0,0.6,1.5,0.3,0.0,1.0,26.3,0.7282008814432686,0.22169865020055038,72.49617107849394,0.012848520362943863,0.024840410768803774,2727.295419001848,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.900000000000002
0.2,5.0,0.6,1.5,0.5,0.0,1.0,26.0,0.7274329160369739,0.22031503890244786,72.47881164198007,0.012848438980669749,0.03164029975020816,3189.5476459400284,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.6
0.2,5.0,0.6,1.5,0.7,0.0,1.0,26.0,0.7229790586813134,0.2597070510934368,72.55705423057013,0.012849381633982367,0.04093810713294477,3768.2146244282567,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.450000000000003
0.2,5.0,0.6,1.8,0.3,0.0,1.0,27.5,0.7284316457704556,0.22275941241816544,72.49510684995978,0.012941226731482272,0.026505689703025255,2669.0444762123993,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.6
0.2,5.0,0.6,1.8,0.5,0.0,1.0,27.200000000000003,0.7276775849505348,0.22145062766502197,72.4975906689293,0.012941243657326953,0.03413821815154038,3199.063605005567,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.25
0.2,5.0,0.6,1.8,0.7,0.0,1.0,27.150000000000002,0.7238843025070751,0.22244716596294623,72.48109890289496,0.012941149008526555,0.04135442686650014,3773.353511716702,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,27.200000000000003
0.2,5.0,0.9,1.2,0.3,0.0,1.0,24.1,0.7275590806588934,0.21513504200264347,72.67062466691029,0.013444671084801569,0.026089369969469887,2861.614343382005,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.3
0.2,5.0,0.9,1.2,0.5,0.0,1.0,23.900000000000002,0.7274951978746131,0.2173068081916593,72.66945442008348,0.013443806320755354,0.030668887038578962,3161.699337148946,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.1
0.2,5.0,0.9,1.2,0.7,0.0,1.0,23.8,0.7224495659487402,0.2290039486189968,72.61418299890938,0.013389223934112465,0.03816264224257563,3601.5395062570133,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.1
0.2,5.0,0.9,1.5,0.3,0.0,1.0,24.900000000000002,0.7285101988767229,0.2709527500905194,72.66988116723792,0.01379998579253884,0.02331390507910075,2740.9104102565825,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.75
0.2,5.0,0.9,1.5,0.5,0.0,1.0,24.75,0.7276861825144036,0.22455988456338166,72.52645274110185,0.013515846785131761,0.030113794060505135,3185.1341877066593,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.55
0.2,5.0,0.9,1.5,0.7,0.0,1.0,24.75,0.7245992147872495,0.22080876138155225,72.66898411087318,0.01380471071685154,0.03746877601998335,3662.654783449829,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.6
0.2,5.0,0.9,1.8,0.3,0.0,1.0,26.05,0.72839368016358,0.24317200948035825,72.67137072017417,0.013829453053961783,0.02470163752428532,2770.5779245293743,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.900000000000002
0.2,5.0,0.9,1.8,0.5,0.0,1.0,25.85,0.7279889287287766,0.22452460348029132,72.66974209689972,0.0138330637421175,0.0315015265056897,3152.259370306386,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.5
0.2,5.0,0.9,1.8,0.7,0.0,1.0,25.900000000000002,0.7242293606100045,0.22891356695437554,72.67063641972854,0.013831336763929017,0.03968914793227866,3694.735949324822,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26.5
0.2,5.0,1.2,1.2,0.3,0.0,1.0,23.3,0.72717690821048,0.23406864340547648,72.39476455231468,0.01428595359338155,0.02941992783791285,2631.391244417498,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.650000000000002
0.2,5.0,1.2,1.2,0.5,0.0,1.0,23.200000000000003,0.7265795098687431,0.2496434148316091,73.82818415882669,0.015554907823724725,0.03233416597280044,3020.3993957599796,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,25.150000000000002
0.2,5.0,1.2,1.2,0.7,0.0,1.0,23.05,0.7210758084764073,0.2283020422838888,72.39466846918017,0.01428597689104221,0.03913405495420483,3333.2011836262536,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.5
