success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_final,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,eta_min,sigma_omega,k_t,r0,lambda_curl,scene,method,seed
False,30.700000000000003,0.7287053341817924,0.22107420888920476,True,88.57979444895363,2559.799921141621,0.03025256730502359,72.53424113188206,0.013519560677575393,0.2838958779883996,0.0028475834728576973,0.0028475834728576973,145.57320826802817,0,0.0,True,2.5161041220116003,False,False,30.650000000000002,0.05,8.0,0.9,1.5,0.3,s4_narrow_passage,M7,0
False,31.150000000000002,0.7377546299277082,0.2269318689759548,True,88.27785659419459,2519.6140369715404,0.02983624757146822,72.52360646604592,0.013519293967149923,0.28389683089345075,0.0028488445302903183,0.0028488445302903183,145.23451054202152,0,0.0,True,2.516103169106549,False,False,31.200000000000003,0.05,8.0,0.9,1.5,0.3,s4_narrow_passage,M7,1
False,30.900000000000002,0.7388709681294394,0.22017620842142305,True,88.51956694436244,2535.979857394224,0.02983624757146822,72.51853997667574,0.013519038752965042,0.28389747970128015,0.0028503890531773168,0.0028503890531773168,145.45257170995296,0,0.0,True,2.5161025202987197,False,False,30.950000000000003,0.05,8.0,0.9,1.5,0.3,s4_narrow_passage,M7,2
False,30.25,0.7277797237942527,0.2188750867806296,True,97.17247833232973,3165.357807155976,0.03649736330835415,72.5231718659662,0.013518780469156161,0.283897961271054,0.002852177156225206,0.002852177156225206,155.90262539440863,0,0.0,True,2.516102038728946,False,False,30.1,0.05,8.0,0.9,1.5,0.5,s4_narrow_passage,M7,0
False,30.35,0.7371072562315073,0.26906777043421054,True,97.22817567423417,3164.2326320153784,0.036774909797391064,72.61955559300299,0.013567961044247031,0.28377131384717025,0.002556875194611309,0.002556875194611309,156.2651962494889,0,0.0,True,2.5162286861528296,False,False,30.8,0.05,8.0,0.9,1.5,0.5,s4_narrow_passage,M7,1
False,30.150000000000002,0.7378508285610537,0.21794821277207457,True,97.50226095031029,3184.677115363289,0.036219816819317234,72.52410913463174,0.013517111280580496,0.28390158225273504,0.002863080197403896,0.002863080197403896,156.35680405753152,0,0.0,True,2.5160984177472647,False,False,30.3,0.05,8.0,0.9,1.5,0.5,s4_narrow_passage,M7,2
False,28.25,0.7282945959496356,0.2033115332083818,True,90.00862555320701,2671.2393174266695,0.027477102414654453,72.67310450608275,0.012705217704807014,0.27418327809061555,0.0021358463825610205,0.0021358463825610205,147.35157107324454,0,0.0,True,2.525816721909384,False,False,29.05,0.1,5.0,0.6,1.2,0.3,s4_narrow_passage,M7,0
False,28.400000000000002,0.7377968623357243,0.2031337763608329,True,89.78792077326341,2635.9421935275964,0.026505689703025255,72.51285707384199,0.012699827968576551,0.2741952183745913,0.002162935176694552,0.002162935176694552,146.84753742891672,0,0.0,True,2.5258047816254083,False,False,29.3,0.1,5.0,0.6,1.2,0.3,s4_narrow_passage,M7,1
False,28.200000000000003,0.7385611632568547,0.1952659671014382,True,90.02439268039616,2653.5127813118825,0.025534276991396057,72.68906246783489,0.012706328974061537,0.2741808333713182,0.0021301425330044203,0.0021301425330044203,147.08249169577917,0,0.0,True,2.5258191666286818,False,False,29.150000000000002,0.1,5.0,0.6,1.2,0.3,s4_narrow_passage,M7,2
False,27.6,0.7277191636118701,0.20359790411766782,True,97.5250432338932,3176.90382937025,0.034970857618651124,72.69033145495632,0.012706414228240613,0.2741806434587495,0.0021297207047440685,0.0021297207047440685,155.7705667785438,0,0.0,True,2.52581935654125,False,False,28.35,0.1,5.0,0.6,1.2,0.5,s4_narrow_passage,M7,0
False,27.700000000000003,0.7368054355706228,0.2001017963466483,True,97.7065920555288,3192.288475670553,0.03455453788509576,72.52294044598118,0.012699950332267002,0.27419495188463094,0.0021622895692531862,0.0021622895692531862,156.48234186836143,0,0.0,True,2.5258050481153687,False,False,28.650000000000002,0.1,5.0,0.6,1.2,0.5,s4_narrow_passage,M7,1
False,27.55,0.7377525323434637,0.19897991664524475,True,97.91410515943653,3208.611315282016,0.03483208437413267,72.68696731921263,0.012706174559195113,0.27418117257174673,0.002130938530811024,0.002130938530811024,156.63628818259667,0,0.0,True,2.525818827428253,False,False,28.5,0.1,5.0,0.6,1.2,0.5,s4_narrow_passage,M7,2
False,29.200000000000003,0.7289693327520184,0.2043156477255874,True,89.33226535496209,2644.7146037637713,0.02817096863724674,72.5579272176956,0.012849346335219876,0.27566802012024094,0.0021429716684267367,0.0021429716684267367,146.9735766460182,0,0.0,True,2.5243319798797588,False,False,29.450000000000003,0.1,5.0,0.6,1.5,0.3,s4_narrow_passage,M7,0
False,29.5,0.7376568602054425,0.20713724948402093,True,88.69223216431239,2585.4899958017004,0.028032195392728283,72.65448316342194,0.01285316587495731,0.2756596049107476,0.002123712586290828,0.002123712586290828,145.79196404569936,0,0.0,True,2.5243403950892525,False,False,29.55,0.1,5.0,0.6,1.5,0.3,s4_narrow_passage,M7,1
False,29.35,0.7387918018515183,0.20203632481794934,True,88.94816096020452,2606.185404227014,0.027754648903691368,72.57617373488448,0.012849899441404666,0.27566682626516487,0.0021400231208948068,0.0021400231208948068,146.1450031884384,0,0.0,True,2.524333173734835,False,False,29.450000000000003,0.1,5.0,0.6,1.5,0.3,s4_narrow_passage,M7,2
