success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_any,inside_final,gmax_success,radius_success,sigma_success,no_collision,obs_collision,agent_collision,dwell_success,dwell_geom_success,dwell_success_no_collision,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,time_to_inside,time_to_gmax,time_to_radius,time_to_full_geom,success_hold_time,post_success_violation_count,last_10s_gmax_mean,last_10s_radius_error_mean,last_10s_inside_rate,scene,method,seed,k_s,k_t,r0
False,18.05,0.9130625320904475,0.3050525271609091,True,91.65615399040733,681.3099101524676,0.035580524344569285,72.08665555967765,0.09989121336766478,0.7446781101873367,0.006608677971895437,0.006608677971895437,123.66264760885394,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0553218898126633,False,False,23.950000000000003,23.650000000000002,23.950000000000003,20.55,40.0,22.0,0,72.57496348089653,2.058443072931751,1.0,s4_narrow_passage_medium,M7,38,3.4,1.3,1.8
True,18.1,0.8427325774467016,0.40918804636225625,False,92.68150108395618,749.2324922497603,0.03974198918019143,72.05803284565896,0.10901092256506112,0.7383574086381876,0.00028750823744967636,0.00028750823744967636,124.44175889666127,0,0.0,True,True,True,False,True,True,False,False,True,True,True,2.0616425913618124,False,True,23.450000000000003,23.35,23.450000000000003,20.6,40.0,21.950000000000003,0,72.52399139799032,2.0584398259741588,1.0,s4_narrow_passage_medium,M7,39,3.4,1.3,1.8
False,18.1,0.8478965137086931,0.32196668421363517,True,92.15789015641245,758.8858987321416,0.04577611319184353,72.01282027007969,0.12146146026759268,0.779385902266068,0.00041268001575852677,0.00041268001575852677,124.30928178077187,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0206140977339317,False,False,23.6,23.400000000000002,23.6,20.5,40.0,21.950000000000003,0,72.57145734121497,2.0174503970981847,1.0,s4_narrow_passage_medium,M7,10,3.4,1.3,1.9
False,18.3,0.9751432868745822,0.32277501602338476,True,91.54441537225907,721.0024785717711,0.03495630461922597,72.07048041686674,0.11182761452865381,0.7857017865627647,0.006750404562575191,0.006750404562575191,123.78623963532354,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.014298213437235,False,False,23.950000000000003,23.55,23.950000000000003,20.700000000000003,40.0,21.75,0,72.72078967261102,2.017385221531833,1.0,s4_narrow_passage_medium,M7,11,3.4,1.3,1.9
False,18.25,0.7883833383491126,0.3055328302638512,True,92.21281228112834,731.9910278561329,0.04640033291718685,72.03249101315778,0.11179850301541809,0.7857233328888268,0.006746295182425026,0.006746295182425026,124.04591646296278,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.014276667111173,False,False,23.85,23.75,23.85,20.650000000000002,40.0,21.8,0,72.72820023169332,2.0173900633202315,1.0,s4_narrow_passage_medium,M7,12,3.4,1.3,1.9
False,18.05,0.9107233099572152,0.3060887033337725,True,91.63317856133709,744.5165909669614,0.027673741156887224,72.06185768216689,0.11183984587098843,0.7856941656679176,0.006314057908169332,0.006314057908169332,123.59543220555776,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0143058343320823,False,False,23.650000000000002,23.55,23.650000000000002,20.450000000000003,40.0,22.0,0,72.61803838607622,2.0173919952877513,1.0,s4_narrow_passage_medium,M7,13,3.4,1.3,1.9
False,17.85,0.7854642642371752,0.32960907154099467,True,92.43698067599178,696.6035004066358,0.02746566791510612,72.0134870608967,0.12148267207977874,0.7793719144151949,0.000362660452310582,0.000362660452310582,123.9818185287069,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.020628085584805,False,False,23.3,23.3,23.3,20.3,40.0,22.200000000000003,0,72.59519237465847,2.0174111599168607,1.0,s4_narrow_passage_medium,M7,14,3.4,1.3,1.9
False,18.3,0.8958774253614676,0.3062474366301778,True,91.6159082242135,712.2485092328516,0.040366208905534745,72.0701934826785,0.11181382230303101,0.7857110044524739,0.006803616637029868,0.006803616637029868,123.97162839137202,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.014288995547526,False,False,23.950000000000003,23.75,23.950000000000003,20.700000000000003,40.0,21.75,0,72.81405719387311,2.0173784958636283,1.0,s4_narrow_passage_medium,M7,15,3.4,1.3,1.9
False,18.05,0.8935718948277815,0.32261221333303336,True,92.24560250587126,727.5523222503767,0.04119850187265917,72.10824718830258,0.11183958707138941,0.7856928658160057,0.006759814389293283,0.006759814389293283,124.21325320671923,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.014307134183994,False,False,23.75,23.25,23.75,20.450000000000003,40.0,22.0,0,72.64359711105928,2.0173990799770127,1.0,s4_narrow_passage_medium,M7,16,3.4,1.3,1.9
False,18.1,0.8390671207847287,0.3371384136085681,True,92.57258691921163,722.0051434487636,0.04244694132334582,72.05741742827735,0.11181329451171279,0.7857123360533026,0.0067294799588694535,0.0067294799588694535,124.25311605016552,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.014287663946697,False,False,23.450000000000003,23.35,23.450000000000003,20.400000000000002,40.0,21.950000000000003,0,72.63213127244275,2.0174023846329137,1.0,s4_narrow_passage_medium,M7,17,3.4,1.3,1.9
False,18.35,0.9721646210599897,0.3239922535310036,True,91.47289733473866,710.1680288629657,0.03828547648772368,72.01155228521147,0.12144665545160373,0.7793949719983093,0.0004472500372623423,0.0004472500372623423,123.89054161742516,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0206050280016905,False,False,23.700000000000003,23.700000000000003,23.700000000000003,20.75,40.0,21.700000000000003,0,72.72553306290958,2.0173892336318033,1.0,s4_narrow_passage_medium,M7,18,3.4,1.3,1.9
False,17.650000000000002,0.7448060324850891,0.30515356244668584,True,92.63623824245565,687.0257923172705,0.05326674989596338,72.01992488941518,0.11181410329423025,0.7857142188321515,0.006033624439390267,0.006033624439390267,123.60794435754549,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0142857811678483,False,False,23.25,23.150000000000002,23.25,20.05,40.0,22.400000000000002,0,72.5856762627127,2.017413640682413,1.0,s4_narrow_passage_medium,M7,19,3.4,1.3,1.9
False,18.2,0.9523725050161727,0.3358562341221834,True,91.70772329203842,794.4489130219395,0.027049521431543905,72.09316346886222,0.11650930906317253,0.7826439850121335,0.004165496361773544,0.004165496361773544,124.80741081183818,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0173560149878664,False,False,24.75,23.3,24.75,20.650000000000002,40.0,21.85,0,75.35417484924517,2.025070684323432,1.0,s4_narrow_passage_medium,M7,20,3.4,1.3,1.9
False,18.400000000000002,0.8741759594267997,0.3255434797959242,True,92.53712644674135,730.3649315247425,0.033291718684977115,72.0240830134278,0.11183340509399088,0.785700735316938,0.005915479090579862,0.005915479090579862,124.61702887793646,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.014299264683062,False,False,23.650000000000002,23.650000000000002,23.650000000000002,20.8,40.0,21.650000000000002,0,72.74117526901111,2.017379475392999,1.0,s4_narrow_passage_medium,M7,21,3.4,1.3,1.9
False,18.05,0.8979737967309307,0.30833312002077407,True,92.05900505943553,766.3781966377704,0.0357885975863504,72.07840978912853,0.11183420895751683,0.7856966942187475,0.00671431176876325,0.00671431176876325,124.0163745539889,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0143033057812523,False,False,23.75,23.450000000000003,23.75,20.450000000000003,40.0,22.0,0,72.70631168363637,2.0173835987030015,1.0,s4_narrow_passage_medium,M7,22,3.4,1.3,1.9
False,17.650000000000002,0.7964088391462474,0.3157554702285849,True,92.9674604732735,678.1201211983321,0.045151893466500205,72.07040924875272,0.11182100861646756,0.7857067272515322,0.006634572331367953,0.006634572331367953,123.9483912914614,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0142932727484677,False,False,23.55,22.950000000000003,23.55,20.1,40.0,22.400000000000002,0,72.57447712953734,2.017419836695207,1.0,s4_narrow_passage_medium,M7,23,3.4,1.3,1.9
False,18.0,0.813414899083565,0.3230792243928609,True,92.81619922793027,722.0892797971419,0.04223886808156471,72.02208350983678,0.12148296592458174,0.7793718094346652,0.00037243259877964085,0.00037243259877964085,124.47532306412103,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0206281905653345,False,False,23.650000000000002,23.150000000000002,23.650000000000002,20.450000000000003,40.0,22.05,0,72.55045476247733,2.0174088746037415,1.0,s4_narrow_passage_medium,M7,24,3.4,1.3,1.9
False,17.85,0.740737391746231,0.32145984757173657,True,92.89507464565085,736.3801332465234,0.049937578027465665,72.04056104490088,0.12145311711234257,0.779390580922697,0.0003619000512396282,0.0003619000512396282,124.18028121542534,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.020609419077303,False,False,23.400000000000002,23.0,23.400000000000002,20.25,40.0,22.200000000000003,0,72.57345808137336,2.017413638330642,1.0,s4_narrow_passage_medium,M7,25,3.4,1.3,1.9
True,18.25,0.9428966938977588,0.34968254702366885,False,91.52080794404071,737.0239635791671,0.03474823137744486,72.06159945302495,0.11184739200603505,0.7856904184596929,0.005962770244393311,0.005962770244393311,124.01301186023028,0,0.0,True,True,True,False,True,True,False,False,True,True,True,2.014309581540307,False,True,23.55,23.450000000000003,23.55,20.650000000000002,40.0,21.8,0,72.7227395732051,2.0173934989966846,1.0,s4_narrow_passage_medium,M7,26,3.4,1.3,1.9
False,18.0,0.9548991706238594,0.3057029369641806,True,91.83976451064609,778.1844266051435,0.024968789013732832,72.08730978571482,0.11184643445261831,0.7856880354672974,0.0066628833766788674,0.0066628833766788674,123.6946781332039,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0143119645327023,False,False,23.450000000000003,23.450000000000003,23.450000000000003,20.400000000000002,40.0,22.05,0,72.7185125843652,2.017381254211121,1.0,s4_narrow_passage_medium,M7,27,3.4,1.3,1.9
False,18.2,0.9596755087230788,0.32586310078587083,True,92.06286815721222,731.0719128406074,0.026841448189762796,72.03333742180428,0.11179723566923792,0.7857247965239144,0.006610385104427347,0.006610385104427347,124.219062842873,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0142752034760854,False,False,23.650000000000002,23.650000000000002,23.650000000000002,20.650000000000002,40.0,21.85,0,72.694662615464,2.017392769838977,1.0,s4_narrow_passage_medium,M7,28,3.4,1.3,1.9
False,18.2,0.8977251793500336,0.3051608719746454,True,91.74966968494834,687.4751278124972,0.03495630461922597,72.06587615402829,0.12147134281101764,0.7793789689203292,0.0004500852503125168,0.0004500852503125168,123.80395964786914,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0206210310796706,False,False,23.900000000000002,23.75,23.900000000000002,20.650000000000002,40.0,21.85,0,72.72605537310093,2.0173964685212638,1.0,s4_narrow_passage_medium,M7,29,3.4,1.3,1.9
False,18.1,0.8908417152669899,0.3364579734682722,True,92.6873037505634,731.2130764285583,0.03266749895963379,71.99785581567845,0.11180354112811684,0.7857217373759466,0.005961955538951503,0.005961955538951503,124.32029246394772,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.014278262624053,False,False,23.700000000000003,23.200000000000003,23.700000000000003,20.5,40.0,21.950000000000003,0,72.559918819531,2.0173926118184813,1.0,s4_narrow_passage_medium,M7,30,3.4,1.3,1.9
False,17.900000000000002,0.8923957785157339,0.30593224257183793,True,91.84150588555606,738.5283971878392,0.0328755722014149,72.00398028051053,0.12145130151367826,0.7793921313490477,0.0003041101504858927,0.0003041101504858927,123.49411671538557,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.020607868650952,False,False,23.900000000000002,23.3,23.900000000000002,20.3,40.0,22.150000000000002,0,72.67066991706784,2.01740045517431,1.0,s4_narrow_passage_medium,M7,31,3.4,1.3,1.9
True,18.150000000000002,0.9096360841180118,0.4045378535423123,False,92.47984875789757,718.3682280613505,0.03141905950894715,72.1125194556657,0.11182131724868714,0.7857048548614959,0.0067943924098641485,0.0067943924098641485,124.38933366727565,0,0.0,True,True,True,False,True,True,False,False,True,True,True,2.014295145138504,False,True,23.25,23.25,23.25,20.6,40.0,21.900000000000002,0,72.58199462690483,2.017390144634502,1.0,s4_narrow_passage_medium,M7,32,3.4,1.3,1.9
False,18.05,0.7683645558179963,0.30638359945055704,True,92.57236836408812,727.1891818984366,0.04161464835622139,72.02628042600675,0.121476309044655,0.7793759594676123,0.00039636152907201344,0.00039636152907201344,124.20865841473214,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0206240405323874,False,False,23.700000000000003,23.400000000000002,23.700000000000003,20.400000000000002,40.0,22.0,0,72.64654400446533,2.0174100803579904,1.0,s4_narrow_passage_medium,M7,33,3.4,1.3,1.9
False,18.1,0.9203045727850332,0.33999749005925434,True,92.1377197901534,729.4210861024641,0.025801081980857263,72.09011015120002,0.11182901293415183,0.7857008451375497,0.006742968895942735,0.006742968895942735,123.98896838678274,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0142991548624503,False,False,23.6,23.25,23.6,20.5,40.0,21.950000000000003,0,72.57580206899055,2.0173920745028737,1.0,s4_narrow_passage_medium,M7,34,3.4,1.3,1.9
True,18.150000000000002,0.9029322766244825,0.3860443614217219,False,92.08152018889706,731.8306036121063,0.03079483978360383,72.05108146893271,0.12146142126282482,0.7793855377236776,0.0004094105803170342,0.0004094105803170342,124.37202656670559,0,0.0,True,True,True,False,True,True,False,False,True,True,True,2.0206144622763222,False,True,25.1,23.400000000000002,25.1,20.55,40.0,21.900000000000002,0,72.56007884122965,2.017398393488779,1.0,s4_narrow_passage_medium,M7,35,3.4,1.3,1.9
False,18.2,0.9050621397842862,0.3051703700381497,True,91.71454198793946,708.3696560770156,0.03433208489388265,72.0190721438629,0.11180953091730063,0.7857176703776423,0.005952631876293684,0.005952631876293684,123.86337113782463,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0142823296223575,False,False,23.950000000000003,23.75,23.950000000000003,20.6,40.0,21.85,0,72.7265226889983,2.0173919492992325,1.0,s4_narrow_passage_medium,M7,36,3.4,1.3,1.9
False,18.2,0.9949856411728846,0.3293938619474423,True,91.84819309149074,707.2830267583878,0.032251352476071575,72.0277019393798,0.11183169643424273,0.7857021986542542,0.005931476929919176,0.005931476929919176,124.05084513358285,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0142978013457458,False,False,23.650000000000002,23.450000000000003,23.650000000000002,20.650000000000002,40.0,21.85,0,72.68490458847117,2.0173900508748637,1.0,s4_narrow_passage_medium,M7,37,3.4,1.3,1.9
False,18.25,0.8949674343860845,0.3188395507284407,True,91.57759955129835,738.5811819598193,0.03454015813566375,72.03123098147627,0.11180626026788709,0.7857187576067268,0.006335488531514996,0.006335488531514996,123.88402103749358,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.014281242393273,False,False,23.650000000000002,23.650000000000002,23.650000000000002,20.700000000000003,40.0,21.8,0,72.7038519276318,2.0173874334900153,1.0,s4_narrow_passage_medium,M7,38,3.4,1.3,1.9
True,18.3,0.8436585850666793,0.42350953883128606,False,92.53559028665742,714.5764919040423,0.04015813566375364,72.04994343910046,0.11182869819467783,0.7857024255741472,0.006677876643452292,0.006677876643452292,124.58536696299117,0,0.0,True,True,True,False,True,True,False,False,True,True,True,2.0142975744258527,False,True,23.8,23.35,23.8,20.700000000000003,40.0,21.75,0,72.63569671957471,2.0173852595351693,1.0,s4_narrow_passage_medium,M7,39,3.4,1.3,1.9
False,17.55,0.7288084617473791,0.32714754376189104,True,93.08255885712207,759.0424587163616,0.04848106533499792,72.14466680828237,0.10268553668395754,0.7165405453600558,0.00018808097946743834,0.00018808097946743834,124.1130009116737,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.083459454639944,False,False,24.0,23.3,24.0,20.150000000000002,40.0,22.5,0,72.40573956625475,2.0802684714699193,1.0,s4_narrow_passage_medium,M7,10,3.4,1.4,1.7
False,17.7,0.7798526989742978,0.2960872291934243,True,91.87502487617013,714.691109800661,0.033707865168539325,72.11574571614969,0.10267772761636323,0.7165463865278189,0.00014554532114376785,0.00014554532114376785,123.06399848918926,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.083453613472181,False,False,23.700000000000003,23.3,23.700000000000003,20.25,40.0,22.35,0,72.38891871990587,2.080263580006504,1.0,s4_narrow_passage_medium,M7,11,3.4,1.4,1.7
False,17.75,0.7792999643121232,0.3233218511326731,True,92.89261365062457,757.6713009999823,0.05118601747815231,72.07776125136141,0.09381665480374755,0.7228798382571244,0.006363466032066806,0.006363466032066806,123.96347598481574,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0771201617428754,False,False,23.55,23.35,23.55,20.3,40.0,22.3,0,72.41931101351551,2.080257214932081,1.0,s4_narrow_passage_medium,M7,12,3.4,1.4,1.7
False,17.400000000000002,0.7736561969008025,0.3308100228988382,True,92.76047302253711,765.5005014892204,0.042863087806908035,72.12824503141589,0.09382830102258861,0.7228701630877613,0.0064140958132012735,0.0064140958132012735,123.68177508589767,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0771298369122384,False,False,23.450000000000003,22.950000000000003,23.450000000000003,20.0,40.0,22.650000000000002,0,72.38483067652163,2.0802610233336156,1.0,s4_narrow_passage_medium,M7,13,3.4,1.4,1.7
False,17.25,0.8814056497952583,0.3084356785104461,True,92.80850068090082,745.7515970248688,0.03058676654182272,72.07480649947055,0.0938078256552567,0.7228872058634691,0.006279691911292167,0.006279691911292167,123.44594613942932,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.077112794136531,False,False,23.35,23.05,23.35,19.900000000000002,40.0,22.8,0,72.35177750901204,2.0802516209682973,1.0,s4_narrow_passage_medium,M7,14,3.4,1.4,1.7
False,17.75,0.7842002670375583,0.3079676932439462,True,92.02870779720021,713.2646104766013,0.047648772367873495,72.02413293552077,0.09382471776888412,0.7228790420066927,0.006259622480993135,0.006259622480993135,123.35440442725688,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.077120957993307,False,False,24.200000000000003,23.700000000000003,24.200000000000003,20.35,40.0,22.3,0,72.42202147233286,2.080255151959294,1.0,s4_narrow_passage_medium,M7,15,3.4,1.4,1.7
False,17.400000000000002,0.692659346645988,0.3247900932092969,True,93.074490423517,718.7980081648589,0.04535996670828132,72.009232472677,0.10264842513356497,0.7165666534025584,6.875459963192544e-05,6.875459963192544e-05,124.02714084002184,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0834333465974413,False,False,23.200000000000003,23.200000000000003,23.200000000000003,20.0,40.0,22.650000000000002,0,72.38265955217008,2.0802690439674736,1.0,s4_narrow_passage_medium,M7,16,3.4,1.4,1.7
False,17.25,0.7599016602870463,0.3315194883355967,True,93.90932902315674,752.5913202558696,0.05409904286308781,72.00731343440188,0.10268410238778776,0.7165418304563885,6.784094537548871e-05,6.784094537548871e-05,124.05109574038008,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0834581695436114,False,False,22.700000000000003,22.700000000000003,22.700000000000003,19.8,40.0,22.8,0,72.37746027520518,2.0802684214972755,1.0,s4_narrow_passage_medium,M7,17,3.4,1.4,1.7
False,17.75,0.8300375729914065,0.3354819365666095,True,92.30388835621538,777.4630137431856,0.04244694132334582,72.02370170521829,0.10264577046767104,0.7165681469197717,0.00013845945960952666,0.00013845945960952666,123.63117072318167,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0834318530802283,False,False,23.5,23.150000000000002,23.5,20.3,40.0,22.3,0,72.46784598103783,2.080258491936861,1.0,s4_narrow_passage_medium,M7,18,3.4,1.4,1.7
False,17.45,0.7583636314359519,0.3199009186341153,True,92.88600200481274,750.2238695691003,0.04556803995006242,72.03905018266741,0.10266106302115628,0.7165579188264166,0.00012196178610446944,0.00012196178610446944,123.7641695850349,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.083442081173583,False,False,23.5,23.150000000000002,23.5,20.05,40.0,22.6,0,72.36432972865525,2.080266189816837,1.0,s4_narrow_passage_medium,M7,19,3.4,1.4,1.7
False,17.650000000000002,0.8628801177042622,0.3353608089757099,True,92.77818598004393,747.481176564756,0.04099042863087807,72.13802153442313,0.09385118721526566,0.7228521677046098,0.0063598842969083726,0.0063598842969083726,124.17231639351984,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.07714783229539,False,False,23.450000000000003,23.25,23.450000000000003,20.25,40.0,22.400000000000002,0,72.41203562076836,2.080253413540699,1.0,s4_narrow_passage_medium,M7,20,3.4,1.4,1.7
True,17.75,0.8012825554482605,0.34626397599301545,False,93.24312049606841,755.3794337416462,0.03953391593841032,72.02637600629772,0.09381563738643754,0.7228834300875455,0.006392313032522439,0.006392313032522439,124.37353790009375,0,0.0,True,True,True,False,True,True,False,False,True,True,True,2.0771165699124543,False,True,23.450000000000003,23.35,23.450000000000003,20.35,40.0,22.3,0,72.44572523274661,2.0802531991768234,1.0,s4_narrow_passage_medium,M7,21,3.4,1.4,1.7
False,17.35,0.7240050154610611,0.31182175335223505,True,93.3118213543359,787.8707598841947,0.04223886808156471,72.08874436210779,0.09380504382153022,0.7228890561672155,0.006441664627971117,0.006441664627971117,124.013587303684,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.077110943832784,False,False,23.25,23.150000000000002,23.25,19.950000000000003,40.0,22.700000000000003,0,72.37784362286725,2.0802478993060634,1.0,s4_narrow_passage_medium,M7,22,3.4,1.4,1.7
False,17.0,0.7280546440946931,0.30702563683099116,True,93.3897471815053,707.9693916108446,0.05222638368705784,72.01357623691422,0.09379568011999107,0.7228996897705239,0.006304521892416059,0.006304521892416059,123.57231267004738,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.077100310229476,False,False,22.950000000000003,22.900000000000002,22.950000000000003,19.75,40.0,23.05,0,72.31277962929946,2.0802717841083007,1.0,s4_narrow_passage_medium,M7,23,3.4,1.4,1.7
False,17.35,0.8031965765926892,0.3282881982341318,True,93.48059911620453,771.5951856200212,0.05181023720349563,72.07025360674723,0.10264448841986307,0.7165696745734175,0.0001446680651842044,0.0001446680651842044,124.10863704835822,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0834303254265825,False,False,23.0,22.900000000000002,23.0,20.05,40.0,22.700000000000003,0,72.42581765230624,2.0802671221690208,1.0,s4_narrow_passage_medium,M7,24,3.4,1.4,1.7
False,17.35,0.7519253369547145,0.3311509321382612,True,93.6204295430096,765.140562523113,0.05014565126924678,72.0426068880492,0.10262183589171199,0.7165852747280782,8.996106193830541e-05,8.996106193830541e-05,124.29654619361064,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0834147252719215,False,False,23.200000000000003,22.950000000000003,23.200000000000003,19.950000000000003,40.0,22.700000000000003,0,72.37502846556986,2.0802711685123407,1.0,s4_narrow_passage_medium,M7,25,3.4,1.4,1.7
False,17.400000000000002,0.742777279157868,0.31120575074865675,True,91.67416978471984,664.7731007059671,0.04681647940074907,71.98371310848482,0.10266800612440326,0.7165531515177926,0.00011598980158704246,0.00011598980158704246,122.71359175349357,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.083446848482207,False,False,22.950000000000003,22.85,22.950000000000003,20.0,40.0,22.650000000000002,0,72.39460465126017,2.0804356396458856,1.0,s4_narrow_passage_medium,M7,26,3.4,1.4,1.7
False,17.35,0.7016723110237628,0.3309792637375363,True,93.03537664742589,750.5500938962102,0.03620474406991261,72.09240506147917,0.10267166669921911,0.7165507341399886,7.35487940289632e-05,7.35487940289632e-05,123.83033596398522,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0834492658600112,False,False,24.0,23.200000000000003,24.0,19.950000000000003,40.0,22.700000000000003,0,72.37450219094741,2.080271554940673,1.0,s4_narrow_passage_medium,M7,27,3.4,1.4,1.7
False,17.6,0.8376134065578811,0.329745938548538,True,92.75037993232269,730.3141162495688,0.03953391593841032,72.02856848979279,0.10265713115227343,0.7165603315391956,0.000131629832429761,0.000131629832429761,123.8967072494327,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0834396684608043,False,False,23.5,23.400000000000002,23.5,20.200000000000003,40.0,22.450000000000003,0,72.39942012272937,2.080267437020146,1.0,s4_narrow_passage_medium,M7,28,3.4,1.4,1.7
False,17.55,0.7262447355451405,0.308384677151192,True,92.90212492482051,737.8178492945469,0.043279234290470245,72.0783671490832,0.09382539476158515,0.7228740495993553,0.006318207291076221,0.006318207291076221,123.82238629218142,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0771259504006445,False,False,23.650000000000002,23.35,23.650000000000002,20.150000000000002,40.0,22.5,0,72.3772616733844,2.080255355919358,1.0,s4_narrow_passage_medium,M7,29,3.4,1.4,1.7
True,17.5,0.8031129929741538,0.3647736803711229,False,93.43871929837506,761.9529283278343,0.045151893466500205,72.02035162256604,0.1026780010486701,0.7165460848013211,9.90138644794219e-05,9.90138644794219e-05,124.02633386218312,0,0.0,True,True,True,False,True,True,False,False,True,True,True,2.0834539151986786,False,True,24.85,23.3,24.85,20.05,40.0,22.55,0,72.41803008840064,2.0802668228725327,1.0,s4_narrow_passage_medium,M7,30,3.4,1.4,1.7
False,17.3,0.7668024686622485,0.32925407587406436,True,92.93495053089048,742.2130789849232,0.04057428214731586,71.99301010731942,0.09381734957615157,0.722884350734515,0.0063117791352022765,0.0063117791352022765,123.57308600714458,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.077115649265485,False,False,23.650000000000002,22.950000000000003,23.650000000000002,19.900000000000002,40.0,22.75,0,72.35324513755246,2.0802655486323944,1.0,s4_narrow_passage_medium,M7,31,3.4,1.4,1.7
True,17.55,0.8553310883854583,0.3672473408374056,False,93.29178559078093,765.38837043651,0.047648772367873495,72.098441702551,0.09382337524569519,0.7228744920351969,0.006446300710832639,0.006446300710832639,124.12869463322278,0,0.0,True,True,True,False,True,True,False,False,True,True,True,2.0771255079648028,False,True,24.900000000000002,23.0,24.900000000000002,20.1,40.0,22.5,0,72.41914840856637,2.0802554844633003,1.0,s4_narrow_passage_medium,M7,32,3.4,1.4,1.7
False,17.6,0.783206233749979,0.3080745591564846,True,92.65748507110786,778.8590910455399,0.039950062421972535,72.05138233281458,0.10268150366739985,0.7165435998524691,0.00014648226491549,0.00014648226491549,123.86871027708202,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0834564001475306,False,False,23.5,23.400000000000002,23.5,20.200000000000003,40.0,22.450000000000003,0,72.41576689920099,2.0802591615219943,1.0,s4_narrow_passage_medium,M7,33,3.4,1.4,1.7
False,17.5,0.7095314044342811,0.3071782950310989,True,92.61602137693777,709.6645283701603,0.03870162297128589,72.05612838897642,0.09381338703783766,0.7228843784601953,0.006321944541895538,0.006321944541895538,123.458772542167,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.0771156215398046,False,False,23.55,23.3,23.55,20.05,40.0,22.55,0,72.34811407198983,2.0802630614987483,1.0,s4_narrow_passage_medium,M7,34,3.4,1.4,1.7
False,17.5,0.7610037582288098,0.32523314046040575,True,92.98330628913331,752.8307428860271,0.05326674989596338,72.07345474647956,0.1026376062886562,0.7165738763006776,0.00010499423695615563,0.00010499423695615563,124.06370619352805,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.083426123699322,False,False,23.1,23.1,23.1,20.1,40.0,22.55,0,72.38821998586516,2.0802699771370285,1.0,s4_narrow_passage_medium,M7,35,3.4,1.4,1.7
False,17.5,0.7143793716826241,0.3226816887323433,True,93.10165451578624,744.9857909374667,0.04723262588431128,72.03096924461002,0.09381673744993241,0.7228827946051299,0.006314882306208808,0.006314882306208808,124.05840034479164,0,0.0,True,True,True,False,True,False,False,True,True,True,False,2.07711720539487,False,False,23.150000000000002,23.05,23.150000000000002,20.1,40.0,22.55,0,72.38869318351782,2.0802618959969252,1.0,s4_narrow_passage_medium,M7,36,3.4,1.4,1.7
